OTUID	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	FullTaxonomy	LeafTaxa	superkingdom	phylum	class	kingdom	order	family	genus	species	subclass	subphylum	tribe	varietas	subfamily	superorder	subtribe	subgenus
468d3547936b5924d0a6a5884ca7a03f	Eukaryota	SAR	Stramenopiles	Ochrophyta	Vaucheriales	Vaucheria	Vaucheria bursata	Eukaryota; SAR; Stramenopiles; Ochrophyta; Vaucheriales; Vaucheria; Vaucheria bursata	Vaucheria bursata	Eukaryota	NA	Xanthophyceae	NA	Vaucheriales	Vaucheriaceae	Vaucheria	Vaucheria bursata	NA	NA	NA	NA	NA	NA	NA	NA
fb0acea5f6017e0511a277fb93bacc8b	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophytina	Bacillariophyceae	Bacillariophyceae	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophytina; Bacillariophyceae; Bacillariophyceae	Bacillariophyceae	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c8da62c6b142947dd925ebe03c79cd0b	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05d2f4e504930845e7df3d556d807433	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b8d0643cb3945ebc9db0431e4451323d	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Pinnularia	Pinnunavis	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Pinnularia; Pinnunavis	Pinnunavis	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Naviculaceae	Pinnunavis	NA	NA	NA	NA	NA	NA	NA	NA	NA
910c682007c781cf1a831a2dee4e289e	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; uncultured; uncultured	Chrysophyceae	Eukaryota	NA	Chrysophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaad5db8611551be40b2c5fd98ac253f	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; uncultured; uncultured	Chrysophyceae	Eukaryota	NA	Chrysophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
372700eb0a99a34bc32365a0fb9a6177	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Dinobryon	Dinobryon	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Dinobryon; Dinobryon	Dinobryon	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Dinobryaceae	Dinobryon	NA	NA	NA	NA	NA	NA	NA	NA	NA
01f112c7305e80ca7b2e9d44a904bb93	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chromulinales	Chrysamoeba	Chrysamoeba	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chromulinales; Chrysamoeba; Chrysamoeba	Chrysamoeba	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chrysoamoebidaceae	Chrysamoeba	NA	NA	NA	NA	NA	NA	NA	NA	NA
18e8025c78550a58ee0cf5be7180f3f7	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlorophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlorophyceae; Ambiguous_taxa; Ambiguous_taxa	Chlorophyceae	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49862b184d6ebb649a273aa182f26638	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlorophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlorophyceae; uncultured; uncultured	Chlorophyceae	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1656fc029a03af67a8c6bddeac8abcbc	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; uncultured; uncultured	Chrysophyceae	Eukaryota	NA	Chrysophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1f7fab9fb2403c4198f371f08ac4dbc1	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chromulinales	Chrysamoeba	Chrysamoeba	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chromulinales; Chrysamoeba; Chrysamoeba	Chrysamoeba	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chrysoamoebidaceae	Chrysamoeba	NA	NA	NA	NA	NA	NA	NA	NA	NA
74aaf72ced166e266edc7e532e407df5	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Fistulifera	Fistulifera	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Fistulifera; Fistulifera	Fistulifera	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Naviculaceae	Fistulifera	NA	NA	NA	NA	NA	NA	NA	NA	NA
f22e6a35e0a1ab971a327565f1bc24ea	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chromulinales	Chrysamoeba	Chrysamoeba mikrokonta	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chromulinales; Chrysamoeba; Chrysamoeba mikrokonta	Chrysamoeba mikrokonta	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chrysoamoebidaceae	Chrysamoeba	Chrysamoeba mikrokonta	NA	NA	NA	NA	NA	NA	NA	NA
d968816f94f17bb828b78f33a72a0407	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlorophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlorophyceae; Ambiguous_taxa; Ambiguous_taxa	Chlorophyceae	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dd797d7a1ff17ad5ef597923d5b154f5	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chromulinales	Oikomonas	Oikomonas	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chromulinales; Oikomonas; Oikomonas	Oikomonas	Eukaryota	NA	NA	NA	NA	Oikomonadaceae	Oikomonas	NA	NA	NA	NA	NA	NA	NA	NA	NA
9f44357d22fda1c753d2c7894a9a6306	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Brassicales	Brassica	Brassica juncea var tumida	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Brassicales; Brassica; Brassica juncea var tumida	Brassica juncea var tumida	Eukaryota	Streptophyta	Magnoliopsida	Viridiplantae	Brassicales	Brassicaceae	Brassica	Brassica juncea	NA	Streptophytina	Brassiceae	Brassica juncea var. tumida	NA	NA	NA	NA
8123450f03a3e2181ea51abbf805bd23	Eukaryota	SAR	Stramenopiles	Ochrophyta	Xanthophyceae	Mischococcales	Botrydiopsis	Eukaryota; SAR; Stramenopiles; Ochrophyta; Xanthophyceae; Mischococcales; Botrydiopsis	Botrydiopsis	Eukaryota	NA	Xanthophyceae	NA	Mischococcales	Botryidiopsidaceae	Botrydiopsis	NA	NA	NA	NA	NA	NA	NA	NA	NA
65af6a7b906e2d8ff0a956b89dfa4965	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; uncultured; uncultured	Chrysophyceae	Eukaryota	NA	Chrysophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8564da90b4862eee85e3496eff1a2afe	Eukaryota	SAR	Stramenopiles	Ochrophyta	Synurales	Mallomonas	Mallomonas splendens	Eukaryota; SAR; Stramenopiles; Ochrophyta; Synurales; Mallomonas; Mallomonas splendens	Mallomonas splendens	Eukaryota	NA	Synurophyceae	NA	Synurales	Mallomonadaceae	Mallomonas	Mallomonas splendens	NA	NA	NA	NA	NA	NA	NA	NA
769dc7abed97e340a22f57c94d6b66f7	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophytina	Bacillariophyceae	Bacillariophyceae	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophytina; Bacillariophyceae; Bacillariophyceae	Bacillariophyceae	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
e2cb2ea44b815f8514d98950c3029c59	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; uncultured; uncultured	Chrysophyceae	Eukaryota	NA	Chrysophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cf0e14e281c9015360fcef475a546fe9	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Brassicales	Brassica	Brassica juncea var tumida	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Brassicales; Brassica; Brassica juncea var tumida	Brassica juncea var tumida	Eukaryota	Streptophyta	Magnoliopsida	Viridiplantae	Brassicales	Brassicaceae	Brassica	Brassica juncea	NA	Streptophytina	Brassiceae	Brassica juncea var. tumida	NA	NA	NA	NA
9ebfa0b51b9dfa470179fdb868ddc056	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Selaginellales	Selaginella	Selaginella	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Selaginellales; Selaginella; Selaginella	Selaginella	Eukaryota	Streptophyta	Lycopodiopsida	Viridiplantae	Selaginellales	Selaginellaceae	Selaginella	NA	NA	Streptophytina	NA	NA	NA	NA	NA	NA
feed0cce3c0029bd218557da068d2379	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Malvales	Gossypium	Gossypium hirsutum	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Malvales; Gossypium; Gossypium hirsutum	Gossypium hirsutum	Eukaryota	Streptophyta	Magnoliopsida	Viridiplantae	Malvales	Malvaceae	Gossypium	Gossypium hirsutum	NA	Streptophytina	NA	NA	Malvoideae	NA	NA	NA
8f28b6141ccbb5e631e01b05418aa02d	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Ochromonas	Ochromonas danica	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Ochromonas; Ochromonas danica	Ochromonas danica	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chromulinaceae	Ochromonas	Ochromonas danica	NA	NA	NA	NA	NA	NA	NA	NA
af79e9e9032e7e439bde335d729ceaf5	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Encyonema	Encyonema	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Encyonema; Encyonema	Encyonema	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Cymbellales	Cymbellaceae	Encyonema	NA	NA	NA	NA	NA	NA	NA	NA	NA
0fb085aa4c73c03723f6cb34290d08f7	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1a3401e1dd43404445cbddad47f90b11	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Brassicales	Brassica	Brassica napus	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Brassicales; Brassica; Brassica napus	Brassica napus	Eukaryota	Streptophyta	Magnoliopsida	Viridiplantae	Brassicales	Brassicaceae	Brassica	Brassica napus	NA	Streptophytina	Brassiceae	NA	NA	NA	NA	NA
2b34c3360fb90a2bf36489cbae70a990	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	NA	NA	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; uncultured; uncultured	Chrysophyceae	Eukaryota	NA	Chrysophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
685350541adcb5fc965af9e9c79b241a	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Paraphysomonas	Paraphysomonas	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Paraphysomonas; Paraphysomonas	Paraphysomonas	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Paraphysomonadaceae	Paraphysomonas	NA	NA	NA	NA	NA	NA	NA	NA	NA
5ae10e758121e34062f053a436afb676	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	Nautococcus	Nautococcus solutus	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Incertae Sedis; Nautococcus; Nautococcus solutus	Nautococcus solutus	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Chlamydomonadales	Chlorococcaceae	Nautococcus	Nautococcus solutus	NA	NA	NA	NA	NA	NA	NA	NA
623d32f2e8f5bd32b8936bc141cf66f2	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlamydomonadales	Deasonia	Deasonia	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlamydomonadales; Deasonia; Deasonia	Deasonia	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Chlamydomonadales	Actinochloridaceae	Deasonia	NA	NA	NA	NA	NA	NA	NA	NA	NA
479e8ac82ff64f23205f32767b3e5bb5	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40b44d27fca426e9c8db5523b60490ec	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Stenopterobia	Stenopterobia	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Stenopterobia; Stenopterobia	Stenopterobia	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Surirellales	Surirellaceae	Stenopterobia	NA	NA	NA	NA	NA	NA	NA	NA	NA
5190ada43a8d8cdad7d0de2ce858d04b	Eukaryota	SAR	Stramenopiles	Ochrophyta	Fragilariales	Staurosira	Staurosira	Eukaryota; SAR; Stramenopiles; Ochrophyta; Fragilariales; Staurosira; Staurosira	Staurosira	Eukaryota	Bacillariophyta	Fragilariophyceae	NA	Fragilariales	Staurosiraceae	Staurosira	NA	Fragilariophycidae	NA	NA	NA	NA	NA	NA	NA
0b58238efdcaabf57af89cf3b88eb93d	Eukaryota	SAR	Stramenopiles	Ochrophyta	Vaucheriales	Vaucheria	Vaucheria bursata	Eukaryota; SAR; Stramenopiles; Ochrophyta; Vaucheriales; Vaucheria; Vaucheria bursata	Vaucheria bursata	Eukaryota	NA	Xanthophyceae	NA	Vaucheriales	Vaucheriaceae	Vaucheria	Vaucheria bursata	NA	NA	NA	NA	NA	NA	NA	NA
7c66eed4eff8f4abbcea9265d6f7514e	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Caryophyllales	Rheum	Rheum	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Caryophyllales; Rheum; Rheum	Rheum	Eukaryota	Streptophyta	Magnoliopsida	Viridiplantae	Caryophyllales	Polygonaceae	Rheum	NA	NA	Streptophytina	Rumiceae	NA	Polygonoideae	NA	NA	NA
a9fa9d8d20a2bdf4f887327e05ee046a	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Achnanthidium	Achnanthidium	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Achnanthidium; Achnanthidium	Achnanthidium	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Cocconeidales	Achnanthidiaceae	Achnanthidium	NA	NA	NA	NA	NA	NA	NA	NA	NA
78be47b27f08d8928e9b4fa803a3bc05	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Nephroselmidales	Nephroselmis	Nephroselmis olivacea	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Nephroselmidales; Nephroselmis; Nephroselmis olivacea	Nephroselmis olivacea	Eukaryota	Chlorophyta	Nephroselmidophyceae	Viridiplantae	Nephroselmidales	Nephroselmidaceae	Nephroselmis	Nephroselmis olivacea	NA	NA	NA	NA	NA	NA	NA	NA
47b54ce28d9115421fe94d609688806d	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlorophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlorophyceae; Ambiguous_taxa; Ambiguous_taxa	Chlorophyceae	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8f87a47e48d44a595c4c8fbdb57f7d46	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlamydomonadales	Pandorina	Pandorina morum	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlamydomonadales; Pandorina; Pandorina morum	Pandorina morum	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Chlamydomonadales	Volvocaceae	Pandorina	Pandorina morum	NA	NA	NA	NA	NA	NA	NA	NA
7111dfdd3e43fb16f45cdac5c01b0d14	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1d2920af41eea831530c70a4a3406d2c	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
de7c17c1d104a1b8b17af8c54a88af95	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	Chromulinales	Chromulinales	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; Chromulinales; Chromulinales	Chromulinales	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24bddc967393236cd92ff936a884db29	Eukaryota	Archaeplastida	Chloroplastida	Charophyta	Spermatophyta	Pinophyta	Pinus taeda	Eukaryota; Archaeplastida; Chloroplastida; Charophyta; Spermatophyta; Pinophyta; Pinus taeda	Pinus taeda	Eukaryota	Streptophyta	Pinopsida	Viridiplantae	Pinales	Pinaceae	Pinus	Pinus taeda	Pinidae	Streptophytina	NA	NA	NA	NA	NA	Pinus
f3236110dd5bc84b65930cb5254e74bb	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Paraphysomonas	Paraphysomonas	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Paraphysomonas; Paraphysomonas	Paraphysomonas	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Paraphysomonadaceae	Paraphysomonas	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4463896b8a6712ccf0890f2c833c143	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlorophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlorophyceae; Ambiguous_taxa; Ambiguous_taxa	Chlorophyceae	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
536d91387a7db9f59d6071194ff87c61	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlamydomonadales	Characium	Characium	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlamydomonadales; Characium; Characium	Characium	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Chlamydomonadales	Chlorococcaceae	Characium	NA	NA	NA	NA	NA	NA	NA	NA	NA
0f95b84da6bcf0103490a6debca90015	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fef752f681036590de82ea5f174cf320	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Ochromonas	Ochromonas	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Ochromonas; Ochromonas	Ochromonas	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chromulinaceae	Ochromonas	NA	NA	NA	NA	NA	NA	NA	NA	NA
7074277d3a88bea08290e1a522a61c00	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Ulvophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ulvophyceae; Ambiguous_taxa; Ambiguous_taxa	Ulvophyceae	Eukaryota	Chlorophyta	Ulvophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c71f8fb7168386105ed3f672d6c79e15	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chaetophorales	Stigeoclonium	Stigeoclonium	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chaetophorales; Stigeoclonium; Stigeoclonium	Stigeoclonium	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Chaetophorales	Chaetophoraceae	Stigeoclonium	NA	NA	NA	NA	NA	NA	NA	NA	NA
35b843c6d74e643e33f08ccd1cb84456	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chromulinales	Chrysamoeba	Chrysamoeba mikrokonta	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chromulinales; Chrysamoeba; Chrysamoeba mikrokonta	Chrysamoeba mikrokonta	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chrysoamoebidaceae	Chrysamoeba	Chrysamoeba mikrokonta	NA	NA	NA	NA	NA	NA	NA	NA
6f268401dfe1765a6493bcd908f47c85	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chrysophyceae	Chromulinales	Chromulinales	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chrysophyceae; Chromulinales; Chromulinales	Chromulinales	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8df5f1f552d397ec745927a79ebd02b8	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlamydomonadales	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlamydomonadales; Ambiguous_taxa; Ambiguous_taxa	Chlamydomonadales	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	Chlamydomonadales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
93b4cfff1af252055dd91aadcc2ee58b	Eukaryota	SAR	Stramenopiles	Ochrophyta	Ochromonadales	Paraphysomonas	Spumella-like flagellate JBC29	Eukaryota; SAR; Stramenopiles; Ochrophyta; Ochromonadales; Paraphysomonas; Spumella-like flagellate JBC29	Spumella-like flagellate JBC29	Eukaryota	NA	Chrysophyceae	NA	NA	NA	NA	Spumella-like flagellate JBC29	NA	NA	NA	NA	NA	NA	NA	NA
3d94f38d6e08b6486d849d78846f4637	Eukaryota	SAR	Stramenopiles	Ochrophyta	Chromulinales	Chrysochaete	Chrysochaete britannica	Eukaryota; SAR; Stramenopiles; Ochrophyta; Chromulinales; Chrysochaete; Chrysochaete britannica	Chrysochaete britannica	Eukaryota	NA	Chrysophyceae	NA	Chromulinales	Chrysocapsaceae	Chrysochaete	Chrysochaete britannica	NA	NA	NA	NA	NA	NA	NA	NA
1c337c17ddcee4214dad1e6c746bfdb7	Eukaryota	SAR	Stramenopiles	Ochrophyta	Tribonematales	Tribonema	Tribonema aequale	Eukaryota; SAR; Stramenopiles; Ochrophyta; Tribonematales; Tribonema; Tribonema aequale	Tribonema aequale	Eukaryota	NA	Xanthophyceae	NA	Tribonematales	Tribonemataceae	Tribonema	Tribonema aequale	NA	NA	NA	NA	NA	NA	NA	NA
a8aca535d9dff38d39abc3661610aca7	Eukaryota	SAR	Stramenopiles	Ochrophyta	Eustigmatales	Goniochloris	Goniochloris	Eukaryota; SAR; Stramenopiles; Ochrophyta; Eustigmatales; Goniochloris; Goniochloris	Goniochloris	Eukaryota	NA	Eustigmatophyceae	NA	Goniochloridales	NA	Goniochloris	NA	NA	NA	NA	NA	NA	NA	NA	NA
a0f2acbb17654dd6ed9889fe14087902	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Ulvophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ulvophyceae; Ambiguous_taxa; Ambiguous_taxa	Ulvophyceae	Eukaryota	Chlorophyta	Ulvophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63fb746129245cc14050755ece5de06b	Eukaryota	SAR	Stramenopiles	Ochrophyta	Synurales	Mallomonas	Mallomonas	Eukaryota; SAR; Stramenopiles; Ochrophyta; Synurales; Mallomonas; Mallomonas	Mallomonas	Eukaryota	NA	Synurophyceae	NA	Synurales	Mallomonadaceae	Mallomonas	NA	NA	NA	NA	NA	NA	NA	NA	NA
821acb2ef6ec366bdfa6190317dd1334	Eukaryota	SAR	Stramenopiles	Ochrophyta	Bacillariophyceae	Sellaphora	Sellaphora pupula	Eukaryota; SAR; Stramenopiles; Ochrophyta; Bacillariophyceae; Sellaphora; Sellaphora pupula	Sellaphora pupula	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Naviculales	Sellaphoraceae	Sellaphora	Sellaphora pupula	NA	NA	NA	NA	NA	NA	NA	NA
db27e94077c0229567483b64a115d158	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	NA	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	Chlorophyta	Eukaryota	Chlorophyta	NA	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9fbb2417437aa9727ff7b91d3486fc51	Eukaryota	Archaeplastida	Chloroplastida	Chlorophyta	Chlorophyceae	NA	NA	Eukaryota; Archaeplastida; Chloroplastida; Chlorophyta; Chlorophyceae; Ambiguous_taxa; Ambiguous_taxa	Chlorophyceae	Eukaryota	Chlorophyta	Chlorophyceae	Viridiplantae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
